Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Student-Athlete Meals (Non-Travel),Excess Transfers Back,Total Coaching Severance,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,"Facilities, Debt Service, and Equipment",Coaches Compensation,Non-Coaching Athletics Staff Compensation,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,"Conference/NCAA Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
University of South Florida,137351,2009,Football Bowl Subdivision,Big East Conference,"$35,213,059.00 ",,$0.00 ,$0.00 ,"$6,132,314.00 ","$653,168.00 ","$1,420,658.00 ","$574,031.00 ","$4,843,452.00 ","$4,610,359.00 ","$6,497,911.00 ","$6,197,277.00 ","$4,283,889.00 ","$37,986,171.00 ","$1,030,759.00 ","$4,022,520.00 ","$2,932,840.00 ","$1,258,500.00 ","$8,541,326.00 ","$6,420,512.00 ","$1,302,559.00 "
University of South Florida,137351,2010,Football Bowl Subdivision,Big East Conference,"$39,088,660.00 ",,$0.00 ,"$266,010.00 ","$6,718,629.00 ","$892,883.00 ","$1,839,385.00 ","$570,462.00 ","$4,895,523.00 ","$5,051,324.00 ","$7,387,152.00 ","$6,593,813.00 ","$4,873,479.00 ","$39,190,939.00 ","$984,854.00 ","$4,935,295.00 ","$2,893,587.00 ","$1,101,000.00 ","$8,677,117.00 ","$6,414,049.00 ","$1,158,748.00 "
University of South Florida,137351,2011,Football Bowl Subdivision,Big East Conference,"$43,494,246.00 ",,$0.00 ,"$2,788,219.00 ","$5,817,493.00 ","$1,109,844.00 ","$1,901,053.00 ","$627,309.00 ","$5,592,237.00 ","$6,217,933.00 ","$7,440,932.00 ","$6,896,064.00 ","$5,103,162.00 ","$41,948,123.00 ","$852,695.00 ","$4,885,785.00 ","$2,735,003.00 ","$1,704,000.00 ","$9,380,975.00 ","$5,828,048.00 ","$1,329,909.00 "
University of South Florida,137351,2012,Football Bowl Subdivision,Big East Conference,"$43,067,025.00 ",,$0.00 ,$0.00 ,"$5,300,705.00 ","$1,239,645.00 ","$2,452,754.00 ","$633,255.00 ","$5,515,269.00 ","$7,417,707.00 ","$7,906,011.00 ","$7,266,781.00 ","$5,334,898.00 ","$43,574,400.00 ","$995,926.00 ","$5,193,957.00 ","$3,053,827.00 ","$1,564,000.00 ","$10,054,121.00 ","$6,023,919.00 ","$1,153,918.00 "
University of South Florida,137351,2013,Football Bowl Subdivision,Big East Conference,"$44,612,535.00 ",,$0.00 ,"$977,142.00 ","$4,673,732.00 ","$911,042.00 ","$1,812,197.00 ","$788,968.00 ","$6,478,988.00 ","$7,607,817.00 ","$8,532,803.00 ","$7,474,248.00 ","$5,355,598.00 ","$45,066,258.00 ","$916,276.00 ","$5,035,043.00 ","$2,442,458.00 ","$1,189,000.00 ","$10,890,968.00 ","$6,888,742.00 ","$1,455,486.00 "
University of South Florida,137351,2014,Football Bowl Subdivision,American Athletic Conference,"$46,829,647.00 ",,$0.00 ,"$1,669,632.00 ","$5,823,896.00 ","$1,363,435.00 ","$1,394,172.00 ","$799,926.00 ","$6,648,993.00 ","$7,469,624.00 ","$8,187,787.00 ","$7,859,748.00 ","$5,612,434.00 ","$48,383,928.00 ","$910,460.00 ","$4,922,835.00 ","$3,719,221.00 ","$260,500.00 ","$12,234,854.00 ","$4,980,088.00 ","$4,905,447.00 "
University of South Florida,137351,2015,Football Bowl Subdivision,American Athletic Conference,"$46,860,838.00 ",,$0.00 ,"$1,270,623.00 ","$5,684,245.00 ","$1,076,019.00 ","$1,487,377.00 ","$1,008,000.00 ","$6,110,073.00 ","$7,608,832.00 ","$8,247,638.00 ","$8,598,238.00 ","$5,769,793.00 ","$45,479,012.00 ","$762,440.00 ","$5,053,346.00 ","$2,454,618.00 ","$603,500.00 ","$10,623,970.00 ","$4,206,566.00 ","$5,024,903.00 "
University of South Florida,137351,2016,Football Bowl Subdivision,American Athletic Conference,"$48,405,191.00 ","$497,023.00 ",$0.00 ,"$1,100,514.00 ","$5,208,468.00 ","$1,031,101.00 ","$1,236,385.00 ","$846,520.00 ","$7,097,749.00 ","$7,915,751.00 ","$8,478,478.00 ","$8,800,647.00 ","$6,192,555.00 ","$47,160,819.00 ","$783,990.00 ","$5,434,451.00 ","$2,942,660.00 ","$891,500.00 ","$10,668,202.00 ","$3,036,967.00 ","$6,370,829.00 "
University of South Florida,137351,2017,Football Bowl Subdivision,American Athletic Conference,"$48,227,500.00 ","$565,567.00 ",$0.00 ,"$2,170,648.00 ","$5,181,261.00 ","$1,289,459.00 ","$912,941.00 ","$969,562.00 ","$5,757,824.00 ","$8,152,339.00 ","$9,158,488.00 ","$8,091,016.00 ","$5,978,395.00 ","$49,960,338.00 ","$2,468,971.00 ","$5,521,142.00 ","$2,566,098.00 ","$502,000.00 ","$11,326,523.00 ","$6,071,874.00 ","$4,424,495.00 "
University of South Florida,137351,2018,Football Bowl Subdivision,American Athletic Conference,"$50,674,340.00 ","$768,003.00 ",$0.00 ,"$829,632.00 ","$4,931,074.00 ","$821,813.00 ","$1,142,009.00 ","$1,029,164.00 ","$6,986,363.00 ","$9,950,601.00 ","$9,085,365.00 ","$8,802,191.00 ","$6,328,125.00 ","$45,556,113.00 ","$1,364,873.00 ","$4,439,564.00 ","$2,270,658.00 ","$319,750.00 ","$10,058,671.00 ","$3,135,907.00 ","$6,706,651.00 "
University of South Florida,137351,2019,Football Bowl Subdivision,American Athletic Conference,"$53,569,756.00 ","$1,047,162.00 ",$0.00 ,"$1,009,193.00 ","$3,372,312.00 ","$789,488.00 ","$1,262,967.00 ","$972,453.00 ","$7,419,948.00 ","$11,942,056.00 ","$11,027,376.00 ","$7,848,891.00 ","$6,877,910.00 ","$55,045,769.00 ","$1,413,212.00 ","$4,942,086.00 ","$5,153,552.00 ","$450,000.00 ","$6,453,117.00 ","$4,600,251.00 ","$14,828,617.00 "
University of South Florida,137351,2020,Football Bowl Subdivision,American Athletic Conference,"$58,021,081.00 ","$565,599.00 ",$0.00 ,"$2,189,515.00 ","$4,255,905.00 ","$945,881.00 ","$1,696,780.00 ","$786,406.00 ","$5,923,748.00 ","$12,375,793.00 ","$12,917,629.00 ","$9,816,734.00 ","$6,547,091.00 ","$59,531,113.00 ","$866,939.00 ","$5,742,549.00 ","$6,500,772.00 ","$279,610.00 ","$5,521,709.00 ","$4,276,996.00 ","$20,017,685.00 "
University of South Florida,137351,2021,Football Bowl Subdivision,American Athletic Conference,"$50,932,188.00 ","$836,411.00 ",$0.00 ,"$2,004,124.00 ","$2,067,461.00 ","$1,198,145.00 ","$396,794.00 ","$70,435.00 ","$6,034,692.00 ","$11,084,072.00 ","$10,400,841.00 ","$9,523,786.00 ","$7,315,427.00 ","$59,975,230.00 ","$633,539.00 ","$6,006,070.00 ","$6,221,198.00 ","$15,070.00 ","$8,788,305.00 ","$735,828.00 ","$17,690,170.00 "
University of South Florida,137351,2022,Football Bowl Subdivision,American Athletic Conference,"$62,288,597.00 ","$1,332,710.00 ",$0.00 ,"$199,458.00 ","$3,873,356.00 ","$882,787.00 ","$1,126,590.00 ","$1,082,899.00 ","$8,303,919.00 ","$13,005,321.00 ","$12,314,777.00 ","$11,309,767.00 ","$8,857,013.00 ","$56,110,830.00 ","$1,119,717.00 ","$3,638,210.00 ","$7,118,757.00 ","$551,500.00 ","$8,666,911.00 ","$6,485,854.00 ","$11,356,297.00 "
University of South Florida,137351,2023,Football Bowl Subdivision,American Athletic Conference,"$70,722,257.00 ","$1,640,615.00 ",$0.00 ,"$2,676,444.00 ","$5,127,987.00 ","$1,382,387.00 ","$1,166,582.00 ","$2,184,041.00 ","$9,004,345.00 ","$13,623,040.00 ","$13,026,933.00 ","$11,954,382.00 ","$8,935,501.00 ","$70,586,517.00 ","$1,553,577.00 ","$5,817,676.00 ","$10,451,247.00 ","$666,000.00 ","$11,242,426.00 ","$3,726,081.00 ","$19,702,117.00 "
University of South Florida,137351,2024,Football Bowl Subdivision,American Athletic Conference,"$101,933,843.00 ","$3,187,541.00 ",$0.00 ,"$4,911,139.00 ","$5,168,782.00 ","$166,049.00 ","$2,130,902.00 ","$2,778,325.00 ","$14,398,839.00 ","$29,655,651.00 ","$15,867,831.00 ","$10,937,544.00 ","$12,731,240.00 ","$103,549,435.00 ","$5,317,977.00 ","$5,146,921.00 ","$12,110,911.00 ","$3,500.00 ","$11,345,864.00 ","$5,962,391.00 ","$46,342,346.00 "
Georgia Institute of Technology,139755,2005,Football Bowl Subdivision,Atlantic Coast Conference,"$40,942,114.00 ",,$0.00 ,,"$6,770,580.00 ","$1,016,819.00 ","$2,162,804.00 ","$1,168,490.00 ","$3,031,474.00 ","$9,686,321.00 ","$6,279,875.00 ","$4,554,357.00 ","$6,271,394.00 ","$43,153,707.00 ","$12,844,642.00 ","$633,514.00 ","$7,010,891.00 ","$1,513,714.00 ","$9,644,772.00 ","$8,971,612.00 ","$557,760.00 "
Georgia Institute of Technology,139755,2006,Football Bowl Subdivision,Atlantic Coast Conference,"$48,696,486.00 ",,$0.00 ,"$133,489.00 ","$5,287,358.00 ","$440,439.00 ","$2,046,787.00 ","$1,125,767.00 ","$3,484,945.00 ","$14,316,308.00 ","$6,786,544.00 ","$8,798,147.00 ","$6,276,702.00 ","$45,529,338.00 ","$10,860,103.00 ","$1,188,610.00 ","$10,132,636.00 ","$1,173,402.00 ","$10,284,425.00 ","$9,170,181.00 ","$621,575.00 "
Georgia Institute of Technology,139755,2007,Football Bowl Subdivision,Atlantic Coast Conference,"$49,725,966.00 ",,$0.00 ,,"$5,728,844.00 ","$576,139.00 ","$2,360,291.00 ","$1,300,282.00 ","$4,426,698.00 ","$11,987,117.00 ","$7,904,810.00 ","$9,152,509.00 ","$6,289,276.00 ","$51,647,705.00 ","$9,427,284.00 ","$1,099,243.00 ","$15,038,957.00 ","$1,495,010.00 ","$10,402,294.00 ","$11,132,279.00 ","$725,428.00 "
Georgia Institute of Technology,139755,2008,Football Bowl Subdivision,Atlantic Coast Conference,"$54,800,099.00 ",,$0.00 ,,"$6,741,035.00 ","$306,187.00 ","$2,234,657.00 ","$1,333,120.00 ","$6,455,006.00 ","$13,091,255.00 ","$7,926,937.00 ","$8,972,683.00 ","$7,013,578.00 ","$54,511,968.00 ","$9,945,639.00 ","$1,434,017.00 ","$14,143,732.00 ","$1,376,651.00 ","$11,455,061.00 ","$11,301,059.00 ","$896,327.00 "
Georgia Institute of Technology,139755,2009,Football Bowl Subdivision,Atlantic Coast Conference,"$56,026,127.00 ",,$0.00 ,"$1,220,953.00 ","$6,892,935.00 ","$477,873.00 ","$2,155,707.00 ","$1,364,925.00 ","$5,781,179.00 ","$12,115,659.00 ","$9,379,311.00 ","$9,100,803.00 ","$7,536,782.00 ","$55,560,702.00 ","$6,088,382.00 ","$5,087,263.00 ","$13,564,163.00 ","$1,467,607.00 ","$13,369,572.00 ","$9,987,023.00 ","$1,708,579.00 "
Georgia Institute of Technology,139755,2010,Football Bowl Subdivision,Atlantic Coast Conference,"$55,221,082.00 ",,$0.00 ,"$1,101,837.00 ","$6,124,979.00 ","$473,016.00 ","$924,822.00 ","$1,042,369.00 ","$6,476,894.00 ","$13,099,188.00 ","$9,886,176.00 ","$8,422,051.00 ","$7,669,750.00 ","$55,359,742.00 ","$5,585,495.00 ","$4,288,125.00 ","$12,881,894.00 ","$350,000.00 ","$13,515,573.00 ","$12,293,143.00 ","$1,802,144.00 "
Georgia Institute of Technology,139755,2011,Football Bowl Subdivision,Atlantic Coast Conference,"$55,065,262.00 ",,$0.00 ,"$1,366,501.00 ","$5,150,963.00 ","$623,221.00 ","$900,945.00 ","$1,492,702.00 ","$5,971,416.00 ","$13,336,884.00 ","$10,229,169.00 ","$8,709,300.00 ","$7,284,161.00 ","$54,354,409.00 ","$6,716,655.00 ","$3,791,589.00 ","$12,953,491.00 ","$601,500.00 ","$13,883,797.00 ","$9,953,306.00 ","$1,667,212.00 "
Georgia Institute of Technology,139755,2012,Football Bowl Subdivision,Atlantic Coast Conference,"$61,179,789.00 ",,$0.00 ,"$1,580,264.00 ","$7,065,125.00 ","$652,152.00 ","$1,066,403.00 ","$1,424,048.00 ","$7,637,076.00 ","$12,959,023.00 ","$10,619,374.00 ","$9,553,621.00 ","$8,622,703.00 ","$63,184,163.00 ","$8,406,638.00 ","$3,950,322.00 ","$11,797,510.00 ","$100,000.00 ","$18,899,503.00 ","$13,115,448.00 ","$1,977,126.00 "
Georgia Institute of Technology,139755,2013,Football Bowl Subdivision,Atlantic Coast Conference,"$63,630,961.00 ",,$0.00 ,"$906,250.00 ","$5,758,794.00 ","$731,559.00 ","$1,423,204.00 ","$1,361,426.00 ","$8,086,948.00 ","$15,280,771.00 ","$10,939,242.00 ","$10,212,525.00 ","$8,930,242.00 ","$61,780,812.00 ","$5,803,533.00 ","$4,808,867.00 ","$15,135,413.00 ","$450,000.00 ","$19,774,976.00 ","$8,660,634.00 ","$2,029,959.00 "
Georgia Institute of Technology,139755,2014,Football Bowl Subdivision,Atlantic Coast Conference,"$68,818,267.00 ",,$0.00 ,"$906,250.00 ","$6,331,394.00 ","$763,359.00 ","$1,371,492.00 ","$1,399,630.00 ","$7,387,141.00 ","$19,490,137.00 ","$11,855,296.00 ","$10,294,148.00 ","$9,019,420.00 ","$68,469,538.00 ","$5,727,755.00 ","$4,846,584.00 ","$17,088,864.00 ","$250,000.00 ","$22,548,061.00 ","$10,900,497.00 ","$2,033,904.00 "
Georgia Institute of Technology,139755,2015,Football Bowl Subdivision,Atlantic Coast Conference,"$74,979,077.00 ",,$0.00 ,"$906,250.00 ","$3,450,976.00 ","$1,140,017.00 ","$1,431,205.00 ","$1,309,200.00 ","$6,510,620.00 ","$28,246,708.00 ","$12,250,510.00 ","$10,986,826.00 ","$8,746,765.00 ","$77,202,758.00 ","$16,811,302.00 ","$4,892,573.00 ","$11,164,208.00 ","$600,000.00 ","$27,255,124.00 ","$9,207,769.00 ","$2,120,382.00 "
Georgia Institute of Technology,139755,2016,Football Bowl Subdivision,Atlantic Coast Conference,"$76,301,805.00 ","$217,420.00 ",$0.00 ,"$906,250.00 ","$3,210,481.00 ","$1,300,057.00 ","$1,619,557.00 ","$1,364,242.00 ","$7,761,516.00 ","$26,607,963.00 ","$12,659,117.00 ","$10,760,602.00 ","$9,894,600.00 ","$76,409,293.00 ","$14,749,302.00 ","$5,097,819.00 ","$11,022,030.00 ","$73,650.00 ","$24,922,864.00 ","$13,101,709.00 ","$2,171,535.00 "
Georgia Institute of Technology,139755,2017,Football Bowl Subdivision,Atlantic Coast Conference,"$84,852,123.00 ","$361,799.00 ",$0.00 ,"$1,697,661.00 ","$3,311,073.00 ","$1,030,544.00 ","$1,879,986.00 ","$1,406,651.00 ","$10,172,178.00 ","$28,249,186.00 ","$14,654,114.00 ","$11,400,822.00 ","$10,688,109.00 ","$81,762,024.00 ","$15,925,355.00 ","$5,778,306.00 ","$11,187,993.00 ","$326,000.00 ","$29,136,519.00 ","$11,756,425.00 ","$2,264,352.00 "
Georgia Institute of Technology,139755,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$88,517,077.00 ","$338,427.00 ",$0.00 ,"$3,479,982.00 ","$4,271,492.00 ","$993,461.00 ","$4,291,454.00 ","$1,313,034.00 ","$7,456,538.00 ","$27,554,355.00 ","$14,132,322.00 ","$13,296,899.00 ","$11,389,113.00 ","$91,647,068.00 ","$18,944,042.00 ","$6,035,873.00 ","$11,576,700.00 ","$2,908,000.00 ","$29,808,184.00 ","$14,265,664.00 ","$2,659,769.00 "
Georgia Institute of Technology,139755,2019,Football Bowl Subdivision,Atlantic Coast Conference,"$96,334,831.00 ","$466,851.00 ",$0.00 ,"$2,103,608.00 ","$2,515,303.00 ","$872,768.00 ","$2,054,432.00 ","$1,851,809.00 ","$9,510,579.00 ","$31,669,843.00 ","$19,071,031.00 ","$14,348,679.00 ","$11,869,928.00 ","$85,802,112.00 ","$16,040,695.00 ","$8,091,719.00 ","$12,817,122.00 ","$609,000.00 ","$28,977,793.00 ","$11,008,601.00 ","$2,715,356.00 "
Georgia Institute of Technology,139755,2020,Football Bowl Subdivision,Atlantic Coast Conference,"$96,137,132.00 ","$569,700.00 ",$0.00 ,"$1,016,478.00 ","$5,033,403.00 ","$1,251,487.00 ","$1,439,426.00 ","$1,512,262.00 ","$9,631,166.00 ","$30,336,685.00 ","$16,375,978.00 ","$16,953,558.00 ","$12,016,989.00 ","$86,435,447.00 ","$15,373,927.00 ","$7,042,248.00 ","$10,984,784.00 ","$470,000.00 ","$31,849,447.00 ","$10,388,108.00 ","$5,813,296.00 "
Georgia Institute of Technology,139755,2021,Football Bowl Subdivision,Atlantic Coast Conference,"$85,999,316.00 ","$787,675.00 ",$0.00 ,"$265,744.00 ","$3,367,853.00 ","$2,022,587.00 ","$384,000.00 ","$410,880.00 ","$7,980,569.00 ","$29,905,564.00 ","$15,663,757.00 ","$13,685,577.00 ","$11,525,110.00 ","$86,198,858.00 ","$19,102,748.00 ","$7,220,287.00 ","$7,743,371.00 ","$25,000.00 ","$37,088,960.00 ","$3,494,035.00 ","$6,156,057.00 "
Georgia Institute of Technology,139755,2022,Football Bowl Subdivision,Atlantic Coast Conference,"$104,719,581.00 ","$843,392.00 ",$0.00 ,"$250,000.00 ","$6,324,744.00 ","$1,773,295.00 ","$3,050,064.00 ","$1,940,118.00 ","$10,878,830.00 ","$32,009,457.00 ","$18,842,872.00 ","$15,462,415.00 ","$13,344,394.00 ","$106,635,094.00 ","$24,703,705.00 ","$6,363,328.00 ","$13,749,430.00 ","$114,000.00 ","$37,535,646.00 ","$12,303,309.00 ","$5,840,726.00 "
Georgia Institute of Technology,139755,2023,Football Bowl Subdivision,Atlantic Coast Conference,"$132,273,817.00 ","$1,764,005.00 ",$0.00 ,"$3,862,871.00 ","$11,856,166.00 ","$1,873,784.00 ","$1,200,054.00 ","$2,811,581.00 ","$16,435,454.00 ","$40,396,661.00 ","$19,210,101.00 ","$18,161,160.00 ","$14,701,980.00 ","$133,771,921.00 ","$24,903,868.00 ","$5,507,749.00 ","$21,909,031.00 ","$4,071,500.00 ","$55,361,403.00 ","$8,895,794.00 ","$6,833,720.00 "
